"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","status"
526.081198931315,3.51992941825966,0.095574878513988,36.8290232013687,6.33749874318843e-297,2.28149954754783e-295,"Gene003","Up"
468.410082656633,2.95128348034379,0.0863395476877931,34.182290264199,4.43242524176515e-256,7.97836543517728e-255,"Gene005","Up"
440.745745604649,-4.35196204996911,0.132276412234941,-32.9005147360622,2.16091279668216e-237,2.5930953560186e-236,"Gene009","Down"
378.294784240878,3.84689214857654,0.124185518865794,30.9769785053106,1.10097460092491e-210,9.90877140832416e-210,"Gene002","Up"
365.482848747448,-3.12730435784542,0.101058751023646,-30.9454087465783,2.92896975180987e-210,2.10885822130311e-209,"Gene012","Down"
281.208475938107,-3.91877438627562,0.144854177610516,-27.0532369236353,3.4988215825754e-161,2.09929294954524e-160,"Gene010","Down"
285.542731374339,3.02438750246333,0.112786430657782,26.8151716906439,2.15024801439332e-158,1.1058418359737e-157,"Gene007","Up"
246.463216757944,-3.02330439884929,0.119628716530731,-25.2723968502382,6.42639097690158e-141,2.89187593960571e-140,"Gene014","Down"
239.869188090479,3.5719023426873,0.143675423145936,24.8609140274409,1.97062320875551e-136,7.88249283502203e-136,"Gene006","Up"
212.931910099707,4.25694247256989,0.187783509939449,22.669415828592,8.9777476293042e-114,3.23198914654951e-113,"Gene001","Up"
175.509243482288,3.6885275531849,0.173864923910536,21.2149033296841,6.95696087662102e-100,2.27682355962142e-99,"Gene008","Up"
168.093189436563,-3.51752567766523,0.166380331117713,-21.1414754017806,3.30580512938342e-99,9.91741538815025e-99,"Gene011","Down"
148.234465511299,-3.15283938727212,0.159814329259423,-19.7281395346858,1.23637387091435e-86,3.42380456560896e-86,"Gene015","Down"
139.235024741313,3.96679738772126,0.212355829953385,18.6799551893255,7.20796281091614e-78,1.85347615137844e-77,"Gene004","Up"
103.579891198395,-3.19450437732066,0.193327541287329,-16.5237935373775,2.47339557413336e-61,5.93614937792007e-61,"Gene013","Down"
269.174686739407,-0.0622925768035975,0.072022750560496,-0.864901386281747,0.387092916655253,0.870959062474319,"Gene034","Not_significant"
313.151184311097,-0.0502145097680439,0.0667601067861783,-0.752163412932708,0.451952793039593,0.957076502907373,"Gene027","Not_significant"
19.4267596854175,0.146005145365652,0.268541136976119,0.543697502027916,0.586649651681123,0.978354828227406,"Gene022","Not_significant"
114.390583824009,-0.0702270748398453,0.110489258856665,-0.635600922357069,0.525036568162959,0.978354828227406,"Gene035","Not_significant"
43.4484520341051,-0.0644442821651371,0.179290786569151,-0.359440010266682,0.719265947956803,0.978354828227406,"Gene028","Not_significant"
12.8999799700049,0.0591711149020607,0.329070558284481,0.179812849896183,0.857299495287729,0.978354828227406,"Gene031","Not_significant"
75.2343798061199,0.0559948864997906,0.136267732732419,0.410918163654668,0.681132543214478,0.978354828227406,"Gene020","Not_significant"
103.369291454456,0.0449403248055043,0.116228830158201,0.386653851237558,0.699012485170275,0.978354828227406,"Gene016","Not_significant"
157.047558583829,-0.0379066758734758,0.0942630004054061,-0.402137378509562,0.68758292537848,0.978354828227406,"Gene029","Not_significant"
228.35237785417,-0.03635563753087,0.0781850942465279,-0.464994483682989,0.641935406958769,0.978354828227406,"Gene025","Not_significant"
508.669258147927,-0.0295356353984797,0.0523770481908756,-0.563904160670609,0.572819358315004,0.978354828227406,"Gene032","Not_significant"
38.8706163736948,-0.0284290484766056,0.189442210262009,-0.150067128319959,0.88071165405671,0.978354828227406,"Gene033","Not_significant"
49.9333619500871,0.024175019290213,0.167206460311768,0.144581849559742,0.885041028594724,0.978354828227406,"Gene018","Not_significant"
76.5848671965217,-0.0217336768613043,0.134980983863091,-0.161012879290822,0.872083256789237,0.978354828227406,"Gene030","Not_significant"
91.2160753688475,-0.0214783176029256,0.123717659153902,-0.173607533070175,0.862173911394467,0.978354828227406,"Gene026","Not_significant"
60.1433179655259,0.0190471000239214,0.152332984193107,0.125035954129121,0.900495086405128,0.978354828227406,"Gene024","Not_significant"
412.445475579683,-0.018114371387069,0.058179524450633,-0.311353032843017,0.755532254932787,0.978354828227406,"Gene023","Not_significant"
210.838507672961,0.0109285376938776,0.0813714900206807,0.134304259281722,0.893161985338506,0.978354828227406,"Gene017","Not_significant"
67.0126027879811,0.00441174820025902,0.144298412604276,0.0305737819331236,0.975609451358582,0.978354828227406,"Gene036","Not_significant"
143.348234696399,-0.00267770595213231,0.0986935178400443,-0.0271315280956157,0.978354828227406,0.978354828227406,"Gene021","Not_significant"
338.832113371724,-0.00192643644718112,0.0641776091107952,-0.0300172672973116,0.976053282063805,0.978354828227406,"Gene019","Not_significant"
